flow_bucket,priority_high,priority_medium,priority_low,n_steps,has_auth,has_payment,has_form_input,n_inputs,n_buttons,avg_dom_confidence,qa_edit_ratio,n_assertions,n_waits,code_lines,past_pass_rate,past_runs,mean_duration_s,duration_stddev_s,risk_label
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,7,2,0.676,0.3155,9,4,131,0.8933,38,9.159,1.242,MEDIUM
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,2,2,0.6533,0.2301,3,1,20,0.8717,36,1.274,0.633,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,1,0.5152,0.4561,8,3,112,0.8826,50,4.453,0.921,HIGH
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,6,1,0.777,0.613,4,2,126,0.7044,4,7.102,0.969,HIGH
search,0.0,0.0,1.0,2,0.0,0.0,0.0,1,1,0.9432,0.0976,1,1,50,0.9804,77,1.385,0.296,LOW
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,5,1,0.4086,0.3871,10,6,112,0.8196,24,7.913,0.201,MEDIUM
checkout,1.0,0.0,0.0,10,0.0,1.0,1.0,2,3,0.4837,0.4276,4,7,124,0.5428,35,5.678,0.538,HIGH
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,6,2,0.3649,0.5826,4,6,125,0.9832,58,5.393,1.989,LOW
checkout,0.0,1.0,0.0,11,1.0,1.0,1.0,5,2,0.5763,0.6764,10,3,153,0.8702,33,4.027,1.718,MEDIUM
login_flow,0.0,0.0,1.0,9,1.0,0.0,1.0,3,0,0.5976,0.4495,6,2,96,0.6437,52,4.658,0.643,HIGH
checkout,0.0,0.0,1.0,10,1.0,1.0,1.0,5,2,0.4513,0.4502,12,3,153,0.7321,8,6.784,1.246,HIGH
checkout,1.0,0.0,0.0,10,1.0,1.0,1.0,7,1,0.4654,0.6759,9,4,178,0.5849,23,4.393,1.632,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,1,0.652,0.4485,6,2,103,0.6928,37,4.406,1.358,HIGH
search,0.0,0.0,1.0,1,0.0,0.0,0.0,1,1,0.9752,0.0969,2,0,53,0.9343,64,0.858,0.234,LOW
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,3,3,0.6048,0.6944,12,4,145,0.6764,34,7.551,0.786,HIGH
cart_ops,0.0,1.0,0.0,5,1.0,0.0,1.0,1,5,0.8549,0.1356,1,1,67,0.8922,17,2.095,0.34,MEDIUM
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,4,1,0.577,0.4986,14,3,135,0.6422,19,4.249,1.844,HIGH
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,3,1,0.6128,0.2932,5,3,64,0.7746,15,3.379,1.205,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,1.0,1,3,0.6321,0.1162,4,2,73,0.9001,28,1.062,0.574,MEDIUM
search,1.0,0.0,0.0,3,0.0,0.0,0.0,0,0,0.9071,0.1389,3,1,20,0.9394,29,1.802,0.15,LOW
checkout,1.0,0.0,0.0,12,0.0,1.0,1.0,7,2,0.3876,0.3096,11,4,165,0.9522,30,4.914,0.691,LOW
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,2,4,0.8066,0.1336,3,0,68,0.8318,45,2.368,0.645,MEDIUM
login_flow,0.0,0.0,1.0,11,1.0,0.0,1.0,3,2,0.6411,0.5562,2,4,100,0.5682,46,4.657,0.83,HIGH
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,4,1,0.6931,0.4909,8,2,80,0.7539,37,0.939,1.448,LOW
cart_ops,1.0,0.0,0.0,6,0.0,0.0,0.0,2,3,0.8611,0.212,6,2,43,0.9115,22,2.422,0.099,MEDIUM
cart_ops,0.0,1.0,0.0,8,0.0,0.0,0.0,1,4,0.7831,0.2811,6,0,41,1.0,22,3.132,0.366,LOW
checkout,1.0,0.0,0.0,16,1.0,1.0,1.0,4,2,0.5953,0.5929,8,2,158,0.7256,36,8.128,1.137,HIGH
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,1,0.7418,0.4055,0,3,67,0.7621,8,3.211,0.671,MEDIUM
checkout,0.0,0.0,1.0,11,1.0,1.0,1.0,7,3,0.6032,0.4879,11,6,127,0.5923,46,5.62,0.752,HIGH
login_flow,1.0,0.0,0.0,11,1.0,0.0,1.0,3,1,0.7885,0.5465,7,4,71,0.8486,38,6.267,0.977,MEDIUM
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,7,4,0.6995,0.2825,10,4,55,0.6366,20,3.771,1.439,HIGH
login_flow,0.0,0.0,1.0,10,1.0,0.0,1.0,3,2,0.5844,0.1537,4,3,111,0.7588,44,2.565,1.062,MEDIUM
login_flow,0.0,1.0,0.0,9,1.0,0.0,1.0,3,1,0.5693,0.0571,8,1,93,0.5396,30,4.617,0.218,HIGH
checkout,1.0,0.0,0.0,19,1.0,1.0,1.0,4,3,0.6751,0.1731,9,4,94,0.5933,54,6.975,1.796,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,4,0,0.7586,0.25,8,3,135,0.8123,57,4.203,0.501,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.9283,0.0,2,0,44,1.0,69,0.77,0.221,LOW
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,1,1,0.7184,0.1913,4,1,64,0.8746,20,3.276,0.735,MEDIUM
search,0.0,0.0,1.0,5,0.0,0.0,0.0,1,0,0.9292,0.094,1,0,29,0.9199,97,0.951,0.264,MEDIUM
checkout,1.0,0.0,0.0,12,0.0,1.0,1.0,4,0,0.6114,0.4301,10,3,96,0.5652,23,4.106,0.629,HIGH
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,2,1,0.6362,0.1798,0,3,120,0.7737,25,2.624,1.11,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,2,2,0.8819,0.1086,3,1,68,0.8099,27,2.202,0.26,LOW
checkout,1.0,0.0,0.0,18,0.0,1.0,1.0,4,1,0.6329,0.6858,7,1,93,0.5295,30,4.474,1.427,HIGH
login_flow,0.0,0.0,1.0,9,1.0,0.0,1.0,2,1,0.7359,0.1606,3,3,49,0.8365,17,6.45,0.0,MEDIUM
checkout,0.0,1.0,0.0,13,1.0,1.0,1.0,2,1,0.827,0.3448,8,5,98,0.8048,45,5.19,0.999,MEDIUM
cart_ops,1.0,0.0,0.0,5,0.0,0.0,0.0,2,2,0.8819,0.1201,4,1,65,0.8913,25,2.874,0.303,MEDIUM
search,0.0,1.0,0.0,3,0.0,0.0,0.0,1,0,0.9152,0.0702,0,0,34,1.0,64,0.909,0.491,LOW
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,4,1,0.5796,0.5446,7,5,117,0.9304,32,8.245,1.924,LOW
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,4,1,0.7571,0.5575,2,2,77,0.7918,36,3.081,0.667,MEDIUM
cart_ops,0.0,0.0,1.0,6,0.0,0.0,0.0,1,4,0.7855,0.2007,5,1,32,0.953,16,2.93,0.621,LOW
search,0.0,1.0,0.0,3,0.0,0.0,0.0,1,0,0.8913,0.0639,3,0,51,1.0,69,1.23,0.228,LOW
login_flow,1.0,0.0,0.0,11,1.0,0.0,1.0,3,1,0.3747,0.5908,5,4,95,0.7396,41,4.827,0.544,HIGH
search,1.0,0.0,0.0,4,0.0,0.0,1.0,1,1,0.927,0.0132,3,0,50,1.0,45,0.796,0.116,LOW
checkout,1.0,0.0,0.0,12,0.0,1.0,1.0,5,1,0.6849,0.384,9,4,91,0.6241,36,3.991,0.976,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,2,0.6521,0.3709,1,5,81,0.7377,45,4.666,0.688,HIGH
login_flow,0.0,1.0,0.0,8,1.0,0.0,1.0,4,2,0.6582,0.3953,5,3,77,0.614,42,3.696,1.008,HIGH
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,3,1,0.683,0.5452,0,4,84,0.5852,34,5.638,0.622,HIGH
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,6,2,0.7539,0.3924,9,2,122,0.763,26,6.733,0.808,MEDIUM
checkout,1.0,0.0,0.0,3,1.0,1.0,1.0,5,0,0.5482,0.4377,12,3,131,0.717,38,5.952,2.062,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,1.0,0,0,0.8727,0.0,0,0,36,0.9354,39,1.093,0.0,LOW
cart_ops,0.0,1.0,0.0,5,1.0,0.0,0.0,0,4,0.8794,0.1789,6,1,41,0.8865,31,3.018,0.41,MEDIUM
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,3,4,0.7015,0.2293,3,2,69,0.9315,47,0.1,0.405,LOW
cart_ops,1.0,0.0,0.0,4,1.0,0.0,0.0,1,2,0.8345,0.1319,4,3,86,0.8854,40,3.282,0.646,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,0.0,1,1,0.9055,0.0646,2,0,44,0.9567,33,1.365,0.143,LOW
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,1,4,0.7125,0.0532,4,1,64,0.8571,11,1.446,0.697,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,1,0.9753,0.0302,3,0,26,0.9717,51,0.478,0.296,LOW
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,0,2,0.7575,0.212,4,0,42,0.8868,31,1.924,0.305,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,1.0,0,1,0.9689,0.1101,3,0,33,0.9727,50,1.296,0.308,LOW
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.8781,0.0266,4,0,30,0.9337,47,1.259,0.109,LOW
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,1,3,0.7177,0.224,7,2,77,0.9758,35,0.1,0.373,LOW
cart_ops,0.0,0.0,1.0,5,1.0,0.0,0.0,1,3,0.7451,0.135,7,2,45,0.8661,33,0.797,0.249,MEDIUM
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,5,1,0.8831,0.7119,9,5,120,0.692,23,4.65,1.139,HIGH
search,0.0,0.0,1.0,4,1.0,0.0,0.0,0,1,0.8756,0.1109,2,0,21,1.0,77,1.166,0.257,LOW
search,1.0,0.0,0.0,3,0.0,0.0,0.0,1,1,0.9847,0.0769,3,0,56,0.9886,60,1.979,0.086,LOW
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,1,3,0.8339,0.0279,6,0,54,0.897,36,2.654,0.339,MEDIUM
cart_ops,1.0,0.0,0.0,8,0.0,0.0,0.0,1,2,0.826,0.0,4,0,37,1.0,20,1.741,0.393,MEDIUM
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,4,2,0.6309,0.1949,4,2,98,0.8038,54,4.889,0.345,MEDIUM
cart_ops,0.0,1.0,0.0,7,0.0,0.0,1.0,2,4,0.8145,0.054,3,0,65,0.8559,16,0.803,0.513,MEDIUM
checkout,1.0,0.0,0.0,15,0.0,1.0,1.0,8,3,0.5932,0.6901,10,3,158,0.7236,31,9.811,0.744,HIGH
login_flow,0.0,0.0,1.0,6,1.0,0.0,1.0,3,1,0.741,0.3435,5,4,102,0.7304,21,4.321,1.292,HIGH
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,3,1,0.7349,0.6291,9,2,100,0.7713,76,5.534,0.532,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,0,1.0,0.0892,3,0,33,0.9599,66,1.572,0.362,LOW
checkout,0.0,0.0,1.0,12,0.0,1.0,1.0,6,1,0.6093,0.4489,2,4,138,0.8383,15,3.962,0.456,MEDIUM
cart_ops,0.0,1.0,0.0,7,1.0,0.0,0.0,0,4,1.0,0.073,5,1,61,0.9419,19,2.353,0.283,LOW
checkout,1.0,0.0,0.0,9,0.0,1.0,1.0,8,2,0.4264,0.7122,10,3,157,0.8631,19,7.326,1.171,MEDIUM
search,1.0,0.0,0.0,2,0.0,0.0,0.0,1,2,0.9159,0.0,3,0,52,0.9851,83,0.679,0.064,LOW
cart_ops,0.0,0.0,1.0,7,1.0,0.0,0.0,0,4,0.9464,0.0,2,0,56,0.9412,33,2.136,0.58,LOW
checkout,0.0,1.0,0.0,11,1.0,1.0,1.0,3,3,0.5331,0.7293,5,5,213,0.574,39,8.979,1.894,HIGH
cart_ops,1.0,0.0,0.0,6,0.0,0.0,0.0,0,0,0.8272,0.2114,6,2,60,0.8483,26,1.45,0.669,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,4,1,0.8508,0.3363,7,5,54,0.7586,24,4.326,0.571,MEDIUM
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,4,1,0.4309,0.2498,8,3,64,0.9514,42,3.669,0.986,LOW
login_flow,0.0,0.0,1.0,6,1.0,0.0,1.0,3,1,0.752,0.3632,6,5,136,0.8812,64,3.584,0.615,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,1.0,1,1,0.892,0.1069,2,0,31,0.9874,50,0.829,0.016,LOW
checkout,0.0,0.0,1.0,7,1.0,1.0,1.0,6,2,0.5432,0.3871,7,6,152,0.5222,53,7.567,1.628,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,1,0.8967,0.1011,2,0,29,0.873,59,0.658,0.083,MEDIUM
search,1.0,0.0,0.0,3,0.0,0.0,1.0,1,1,0.834,0.1363,2,0,22,0.9753,13,1.954,0.0,LOW
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,2,1,0.7584,0.3882,3,4,62,0.8512,27,5.389,0.696,MEDIUM
login_flow,0.0,1.0,0.0,3,1.0,0.0,1.0,4,1,0.4945,0.1557,1,3,100,0.8807,49,2.809,0.633,MEDIUM
checkout,1.0,0.0,0.0,9,0.0,1.0,1.0,4,1,0.5516,0.5275,10,3,109,0.9756,25,5.227,1.479,LOW
cart_ops,0.0,1.0,0.0,7,1.0,0.0,0.0,0,4,0.9129,0.1464,1,1,71,0.8952,30,1.119,0.49,MEDIUM
cart_ops,0.0,1.0,0.0,9,0.0,0.0,1.0,1,3,1.0,0.1938,4,0,64,0.8118,26,2.46,0.639,MEDIUM
search,0.0,0.0,1.0,1,0.0,0.0,0.0,1,2,0.9997,0.1046,2,1,39,0.886,65,1.144,0.27,MEDIUM
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,1,0,0.6663,0.2209,5,2,61,0.8263,27,2.415,0.2,MEDIUM
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,2,2,0.6595,0.2751,0,2,79,0.6206,51,7.849,1.264,HIGH
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,0,5,0.9086,0.1391,4,2,22,0.8127,26,2.787,0.072,MEDIUM
checkout,1.0,0.0,0.0,16,1.0,1.0,1.0,6,2,0.5869,0.7427,5,7,116,0.7659,18,6.74,1.676,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,1.0,1,2,0.8366,0.0838,3,0,47,0.9662,54,1.699,0.0,LOW
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,2,0.8583,0.0106,2,0,25,0.9872,91,1.681,0.481,LOW
login_flow,0.0,1.0,0.0,8,1.0,0.0,1.0,4,1,0.7373,0.2532,8,4,102,0.8784,29,3.747,0.92,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,2,0.7157,0.4605,8,5,108,0.6473,48,2.759,0.249,HIGH
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,2,2,1.0,0.0,2,0,31,0.9285,29,2.372,0.343,LOW
search,1.0,0.0,0.0,4,0.0,0.0,0.0,0,1,0.9335,0.0632,3,0,45,0.9627,66,0.468,0.145,LOW
checkout,1.0,0.0,0.0,15,0.0,1.0,1.0,5,1,0.4793,0.6085,6,3,164,0.8914,26,4.719,2.226,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.9912,0.0203,2,0,32,0.9808,34,1.254,0.137,LOW
search,0.0,0.0,1.0,3,0.0,0.0,0.0,2,1,0.9298,0.1354,2,0,34,0.9303,59,0.1,0.346,LOW
cart_ops,1.0,0.0,0.0,7,0.0,0.0,0.0,2,3,0.7792,0.1375,7,1,43,0.8479,29,1.636,0.734,MEDIUM
login_flow,0.0,1.0,0.0,7,1.0,0.0,1.0,2,1,0.471,0.598,7,3,68,1.0,42,5.664,0.665,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,3,1,0.5917,0.4427,7,5,109,0.7526,25,2.856,0.811,MEDIUM
cart_ops,1.0,0.0,0.0,8,0.0,0.0,0.0,2,2,0.86,0.1046,5,0,60,0.9249,18,1.103,0.089,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,0,0.6667,0.5037,5,3,47,0.8824,43,3.756,0.551,MEDIUM
cart_ops,0.0,0.0,1.0,6,1.0,0.0,0.0,2,5,0.6862,0.1784,6,1,56,0.8266,37,2.685,0.781,MEDIUM
checkout,1.0,0.0,0.0,14,0.0,1.0,1.0,5,3,0.4993,0.4702,9,1,161,0.8548,30,8.267,2.152,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,0,1,0.9364,0.037,2,1,25,0.9151,75,0.764,0.314,MEDIUM
search,0.0,1.0,0.0,4,0.0,0.0,0.0,2,1,0.8392,0.0518,0,0,42,0.8904,46,1.017,0.295,MEDIUM
login_flow,0.0,1.0,0.0,9,1.0,0.0,1.0,3,1,0.6809,0.5808,7,5,110,0.8434,26,4.123,0.797,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,0,0.9855,0.0,2,0,55,0.9217,56,1.252,0.504,LOW
checkout,1.0,0.0,0.0,12,0.0,1.0,1.0,6,1,0.2693,0.5009,10,0,162,0.7287,29,4.994,2.117,HIGH
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,5,1,0.7204,0.3894,5,5,85,0.8017,64,5.418,1.491,MEDIUM
checkout,1.0,0.0,0.0,12,0.0,1.0,1.0,6,1,0.7002,0.7479,12,2,145,0.8855,13,5.05,0.533,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,2,3,0.7473,0.045,5,2,80,0.8321,30,1.984,0.0,MEDIUM
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,5,4,0.7858,0.2485,8,3,116,0.5767,0,6.116,1.653,HIGH
cart_ops,0.0,1.0,0.0,6,0.0,0.0,1.0,2,2,0.8025,0.1887,2,2,49,1.0,13,1.534,0.554,LOW
cart_ops,0.0,1.0,0.0,4,1.0,0.0,0.0,2,3,0.8536,0.0567,2,2,69,0.9519,38,1.411,0.743,LOW
login_flow,1.0,0.0,0.0,14,1.0,0.0,1.0,4,1,0.6403,0.3545,4,3,108,0.5844,28,3.679,1.208,HIGH
search,0.0,1.0,0.0,4,0.0,0.0,1.0,1,1,0.9257,0.1364,2,0,38,0.946,63,1.164,0.155,LOW
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,1,4,0.7507,0.1876,4,1,41,0.8626,50,2.293,0.329,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,0.0,0,1,0.8934,0.1135,1,0,13,1.0,65,1.349,0.184,LOW
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,4,3,0.6259,0.7879,10,5,48,0.8265,20,7.261,1.629,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,0.0,1,1,0.8903,0.0491,1,0,48,1.0,33,2.14,0.322,LOW
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,1,5,0.8399,0.0715,2,0,31,0.9686,46,2.885,0.374,LOW
login_flow,1.0,0.0,0.0,11,1.0,0.0,1.0,2,1,0.5917,0.5137,7,4,105,0.9398,49,4.601,0.881,LOW
checkout,0.0,0.0,1.0,17,1.0,1.0,1.0,6,2,0.703,0.5704,9,7,112,0.861,25,7.187,0.282,MEDIUM
checkout,1.0,0.0,0.0,16,1.0,1.0,1.0,5,3,0.5286,0.8799,1,3,150,0.7087,33,3.678,1.275,HIGH
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,3,0,0.8989,0.2992,2,2,103,0.8189,60,3.277,1.183,MEDIUM
search,0.0,1.0,0.0,3,0.0,0.0,0.0,1,1,0.9961,0.0,1,0,39,0.9279,59,0.949,0.0,LOW
login_flow,0.0,1.0,0.0,9,1.0,0.0,1.0,2,1,0.6947,0.1727,4,4,86,0.745,29,2.611,0.0,HIGH
checkout,1.0,0.0,0.0,8,1.0,1.0,1.0,5,3,0.5443,0.4022,11,4,161,0.8293,36,6.177,2.389,MEDIUM
cart_ops,0.0,1.0,0.0,4,0.0,0.0,1.0,0,3,0.8743,0.1684,5,1,63,0.699,44,2.29,0.725,HIGH
login_flow,0.0,1.0,0.0,8,1.0,0.0,1.0,4,2,0.7027,0.2529,3,4,74,0.7632,39,3.32,0.944,MEDIUM
search,1.0,0.0,0.0,3,0.0,0.0,0.0,1,1,0.8935,0.0368,2,0,31,0.9146,52,1.084,0.294,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,4,2,0.7442,0.3044,6,3,47,0.756,29,5.759,0.721,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,2,1,0.6613,0.3194,6,2,85,0.8194,40,3.718,0.477,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,1.0,1,1,0.8476,0.0277,2,0,56,0.9049,47,1.012,0.356,MEDIUM
cart_ops,0.0,1.0,0.0,9,0.0,0.0,0.0,1,3,0.8632,0.1052,5,2,52,0.8689,45,3.786,0.366,HIGH
cart_ops,0.0,0.0,1.0,5,0.0,0.0,0.0,1,3,0.7337,0.2418,1,1,65,1.0,34,0.613,0.375,LOW
search,1.0,0.0,0.0,3,0.0,0.0,1.0,0,1,0.9197,0.0552,2,0,21,0.9326,52,0.86,0.272,LOW
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,0,1,0.9726,0.0179,5,0,73,0.9374,32,3.265,0.465,LOW
cart_ops,0.0,0.0,1.0,8,1.0,0.0,1.0,1,4,0.9176,0.2928,3,2,56,0.9896,23,2.901,0.645,LOW
cart_ops,0.0,1.0,0.0,5,1.0,0.0,1.0,1,5,0.8201,0.2269,3,2,50,0.7859,27,2.827,0.483,MEDIUM
login_flow,0.0,0.0,1.0,7,1.0,0.0,1.0,4,2,0.7894,0.4354,5,3,108,0.8542,62,4.056,1.316,MEDIUM
search,0.0,0.0,1.0,1,0.0,0.0,1.0,1,2,0.9044,0.0627,2,0,41,0.9929,69,1.128,0.239,LOW
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,1,5,0.8964,0.01,3,1,74,0.7619,20,2.021,0.295,MEDIUM
search,0.0,1.0,0.0,4,0.0,0.0,0.0,1,1,0.9148,0.0149,0,0,50,0.9575,40,0.135,0.187,LOW
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,1,3,0.6943,0.2875,3,2,72,0.8708,36,3.385,0.317,MEDIUM
cart_ops,0.0,0.0,1.0,6,0.0,0.0,1.0,2,4,0.7059,0.2255,4,2,60,0.9401,17,1.539,0.528,LOW
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,3,1,0.6173,0.1408,6,4,118,0.6722,55,5.159,0.831,HIGH
checkout,0.0,1.0,0.0,13,0.0,1.0,1.0,5,3,0.7738,0.1169,10,3,136,0.8122,24,9.484,2.469,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,2,0.7013,0.4076,4,3,65,0.8354,51,1.792,1.196,MEDIUM
search,0.0,1.0,0.0,3,0.0,0.0,1.0,0,1,0.9572,0.0437,4,0,14,0.956,46,0.46,0.446,LOW
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,4,2,0.5875,0.3913,8,4,95,0.5704,13,4.704,1.886,HIGH
cart_ops,1.0,0.0,0.0,9,0.0,0.0,0.0,1,2,0.9598,0.2116,2,0,51,0.9209,47,2.027,0.376,LOW
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,6,2,0.5436,0.7126,11,2,134,0.5575,12,5.649,1.697,HIGH
cart_ops,0.0,1.0,0.0,5,0.0,0.0,1.0,0,3,0.9307,0.1949,4,1,70,0.9101,36,1.495,0.543,MEDIUM
search,1.0,0.0,0.0,5,0.0,0.0,0.0,2,2,0.8625,0.0068,2,1,39,0.9075,66,2.224,0.281,HIGH
cart_ops,0.0,1.0,0.0,3,0.0,0.0,0.0,2,2,0.6891,0.2147,6,2,61,0.9367,17,2.531,0.091,LOW
search,0.0,1.0,0.0,3,0.0,0.0,1.0,1,1,0.9943,0.0804,3,0,31,0.9555,67,1.726,0.13,LOW
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,2,5,0.9007,0.0964,4,1,66,0.8399,34,0.647,0.498,MEDIUM
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,4,1,0.6008,0.34,6,3,99,0.6353,32,6.948,0.521,MEDIUM
cart_ops,0.0,1.0,0.0,4,1.0,0.0,0.0,1,1,0.8321,0.1754,1,1,46,0.7468,20,0.737,0.306,HIGH
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,2,0,0.5878,0.5267,9,3,102,0.73,42,5.075,1.205,HIGH
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,1,4,0.8047,0.4674,1,1,46,0.8463,25,2.88,0.355,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,0.0,0,1,0.9105,0.0605,2,0,48,0.9467,49,1.01,0.32,LOW
cart_ops,0.0,1.0,0.0,5,1.0,0.0,0.0,2,2,0.7515,0.2177,4,1,69,0.9658,29,1.012,0.272,LOW
checkout,1.0,0.0,0.0,6,1.0,1.0,1.0,6,0,0.6332,0.2802,5,4,178,0.6036,57,5.879,2.055,HIGH
checkout,1.0,0.0,0.0,10,0.0,1.0,1.0,5,3,0.4424,0.3921,5,2,194,0.8695,8,6.152,0.231,MEDIUM
cart_ops,0.0,1.0,0.0,7,1.0,0.0,0.0,2,3,0.7209,0.1947,2,2,69,0.974,26,2.643,0.492,LOW
search,1.0,0.0,0.0,2,0.0,0.0,0.0,0,1,0.9532,0.074,3,0,12,0.9855,69,0.832,0.525,LOW
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,5,3,0.6331,0.5829,7,3,121,0.5352,22,12.682,1.832,HIGH
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,2,1,0.7676,0.2486,5,2,79,0.7875,43,2.795,1.118,MEDIUM
cart_ops,0.0,1.0,0.0,5,1.0,0.0,0.0,1,4,0.7808,0.2173,5,1,62,0.8608,3,2.644,0.044,MEDIUM
checkout,1.0,0.0,0.0,7,0.0,1.0,1.0,6,0,0.5377,0.2747,10,3,126,0.7187,37,8.066,2.064,HIGH
cart_ops,0.0,0.0,1.0,8,0.0,0.0,0.0,1,3,0.7611,0.054,8,0,58,1.0,29,1.804,0.609,LOW
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,2,2,0.7502,0.0392,3,4,126,0.7876,39,3.523,0.587,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,0.0,0,1,0.9091,0.0722,1,0,19,0.9263,44,0.379,0.323,LOW
search,1.0,0.0,0.0,3,0.0,0.0,0.0,0,1,1.0,0.0938,2,0,10,0.9648,68,0.569,0.395,LOW
search,0.0,1.0,0.0,3,1.0,0.0,0.0,1,2,0.8437,0.0,1,0,58,0.9712,64,0.945,0.212,LOW
cart_ops,0.0,0.0,1.0,6,0.0,0.0,1.0,2,2,0.9951,0.2187,5,1,51,0.957,34,2.568,0.231,LOW
search,0.0,1.0,0.0,3,0.0,0.0,1.0,1,0,0.8888,0.0,1,0,28,1.0,53,0.487,0.203,LOW
